"Mon 00:00:00"	0	0	0.0	0.0
"Mon 01:00:00"	7	11	81.89999999999884	17.10000000000207
"Mon 02:00:00"	5	13	71.50000000000034	12.600000000001899
"Mon 03:00:00"	3	17	60.99999999999994	42.10000000000065
"Mon 04:00:00"	4	13	114.50000000000102	33.40000000000032
"Mon 05:00:00"	6	12	101.80000000000007	10.500000000001819
"Mon 06:00:00"	3	12	22.8999999999985	14.19999999999817
"Mon 07:00:00"	2	8	29.09999999999968	7.099999999996953
"Mon 08:00:00"	9	12	126.29999999999768	21.999999999995623
"Mon 09:00:00"	4	9	46.000000000000796	19.199999999999307
"Mon 10:00:00"	4	12	48.40000000000089	29.199999999995896
"Mon 11:00:00"	9	13	166.9999999999959	26.69999999999959
"Mon 12:00:00"	0	10	0.0	24.399999999999977
"Mon 13:00:00"	6	13	69.5999999999998	20.199999999996976
"Mon 14:00:00"	4	13	34.79999999999848	23.00000000000182
"Mon 15:00:00"	4	17	48.20000000000135	23.70000000000232
"Mon 16:00:00"	2	11	49.500000000000455	26.800000000000068
"Mon 17:00:00"	4	14	38.80000000000052	32.90000000000077
"Mon 18:00:00"	4	10	68.99999999999977	17.899999999998784
"Mon 19:00:00"	3	5	32.800000000000296	11.199999999999477
"Mon 20:00:00"	5	10	66.19999999999919	22.7999999999966
"Mon 21:00:00"	9	8	70.60000000000173	7.800000000000296
"Mon 22:00:00"	5	16	50.99999999999767	19.40000000000026
"Mon 23:00:00"	4	6	25.200000000000955	34.70000000000084
"Tue 00:00:00"	0	1	0.0	1.6999999999995907
"Tue 01:00:00"	11	17	116.99999999999875	20.000000000000284
"Tue 02:00:00"	8	17	82.19999999999885	31.500000000001194
"Tue 03:00:00"	4	19	112.90000000000333	52.20000000000198
"Tue 04:00:00"	5	12	64.19999999999959	24.099999999998545
"Tue 05:00:00"	4	22	79.40000000000111	43.50000000000023
"Tue 06:00:00"	11	11	129.1000000000011	21.20000000000175
"Tue 07:00:00"	7	13	221.10000000000127	32.39999999999981
"Tue 08:00:00"	5	12	49.900000000002365	21.90000000000083
"Tue 09:00:00"	8	13	151.99999999999676	16.299999999996828
"Tue 10:00:00"	4	11	82.8000000000003	22.399999999998954
"Tue 11:00:00"	4	11	59.900000000000375	20.999999999999375
"Tue 12:00:00"	5	15	72.59999999999849	26.500000000000057
"Tue 13:00:00"	3	10	65.20000000000152	23.499999999998522
"Tue 14:00:00"	6	14	62.400000000002365	26.89999999999486
"Tue 15:00:00"	3	9	36.50000000000091	16.399999999997306
"Tue 16:00:00"	5	15	58.40000000000032	43.39999999999833
"Tue 17:00:00"	0	13	0.0	34.39999999999799
"Tue 18:00:00"	1	9	17.199999999999704	15.599999999997749
"Tue 19:00:00"	4	13	54.19999999999874	15.000000000004832
"Tue 20:00:00"	0	8	0.0	9.200000000002717
"Tue 21:00:00"	2	14	11.599999999998545	23.699999999999477
"Tue 22:00:00"	4	10	26.600000000001955	16.800000000000637
"Tue 23:00:00"	3	8	32.099999999999795	10.80000000000183
"Wed 00:00:00"	2	0	61.40000000000043	0.0
"Wed 01:00:00"	10	18	124.60000000000093	37.90000000000049
"Wed 02:00:00"	6	21	84.29999999999893	34.40000000000225
"Wed 03:00:00"	3	15	59.600000000001785	25.70000000000192
"Wed 04:00:00"	5	16	104.09999999999826	33.59999999999843
"Wed 05:00:00"	3	14	36.599999999999966	21.90000000000083
"Wed 06:00:00"	1	9	23.799999999999955	21.100000000001273
"Wed 07:00:00"	11	11	100.19999999999811	15.399999999999636
"Wed 08:00:00"	2	16	19.80000000000075	24.499999999997613
"Wed 09:00:00"	3	12	40.900000000002024	32.30000000000075
"Wed 10:00:00"	1	16	15.800000000000125	42.600000000001614
"Wed 11:00:00"	7	8	93.49999999999596	20.79999999999984
"Wed 12:00:00"	6	14	65.69999999999965	29.100000000002524
"Wed 13:00:00"	0	9	0.0	15.999999999998238
"Wed 14:00:00"	3	8	23.30000000000041	14.600000000002922
"Wed 15:00:00"	3	14	43.09999999999974	32.39999999999554
"Wed 16:00:00"	6	12	128.9999999999992	30.400000000003047
"Wed 17:00:00"	3	7	56.30000000000024	19.700000000000273
"Wed 18:00:00"	2	8	25.399999999999068	16.199999999999193
"Wed 19:00:00"	6	7	58.900000000001285	7.799999999997453
"Wed 20:00:00"	2	14	16.0000000000025	21.100000000001273
"Wed 21:00:00"	2	17	11.199999999999477	39.400000000000546
"Wed 22:00:00"	9	8	67.49999999999972	15.800000000002967
"Wed 23:00:00"	2	4	32.89999999999935	11.999999999999034
"Thu 00:00:00"	2	1	16.399999999998727	0.10000000000047748
"Thu 01:00:00"	4	13	35.400000000004184	21.60000000000082
"Thu 02:00:00"	10	12	134.699999999998	19.899999999999807
"Thu 03:00:00"	4	19	83.79999999999939	43.199999999997374
"Thu 04:00:00"	6	15	50.80000000000382	28.299999999998704
"Thu 05:00:00"	7	7	129.80000000000018	16.100000000000136
"Thu 06:00:00"	1	13	11.299999999999955	17.99999999999642
"Thu 07:00:00"	4	14	54.20000000000016	20.799999999997
"Thu 08:00:00"	2	21	26.599999999999113	35.9999999999971
"Thu 09:00:00"	2	6	21.19999999999891	8.800000000000807
"Thu 10:00:00"	8	15	161.90000000000282	26.99999999999534
"Thu 11:00:00"	2	16	35.300000000000864	46.89999999999941
"Thu 12:00:00"	3	14	38.10000000000002	26.500000000001478
"Thu 13:00:00"	4	12	70.50000000000125	19.099999999997408
"Thu 14:00:00"	11	9	134.00000000000034	13.400000000001455
"Thu 15:00:00"	6	14	73.0000000000004	47.00000000000273
