"Mon 00:00:00"	0	0	0.0	0.0
"Mon 01:00:00"	0	0	0.0	0.0
"Mon 02:00:00"	2	2	10.799999999999699	2.20000000000109
"Mon 03:00:00"	6	3	35.199999999999676	1.7000000000000348
"Mon 04:00:00"	0	5	0.0	7.199999999996098
"Mon 05:00:00"	2	4	7.999999999999119	5.700000000001815
"Mon 06:00:00"	4	2	37.40000000000077	0.20000000000131024
"Mon 07:00:00"	0	6	0.0	7.399999999999629
"Mon 08:00:00"	7	7	106.80000000000244	20.400000000000418
"Mon 09:00:00"	2	10	25.399999999997647	17.20000000000388
"Mon 10:00:00"	9	12	154.49999999999298	35.39999999999877
"Mon 11:00:00"	0	17	0.0	64.70000000000199
"Mon 12:00:00"	0	13	0.0	52.19999999999558
"Mon 13:00:00"	1	4	14.799999999999258	10.700000000001264
"Mon 14:00:00"	2	15	14.599999999997948	31.799999999997386
"Mon 15:00:00"	1	5	17.300000000000093	19.099999999998563
"Mon 16:00:00"	5	8	79.69999999999811	18.699999999998163
"Mon 17:00:00"	1	12	45.399999999999885	65.69999999999521
"Mon 18:00:00"	0	5	0.0	38.399999999998435
"Mon 19:00:00"	4	2	40.199999999996905	0.9999999999998899
"Mon 20:00:00"	4	3	44.599999999994644	0.8999999999992347
"Mon 21:00:00"	4	9	17.000000000000348	15.100000000001224
"Mon 22:00:00"	0	5	0.0	5.3999999999954085
"Mon 23:00:00"	0	3	0.0	2.000000000002
"Tue 00:00:00"	0	0	0.0	0.0
"Tue 01:00:00"	0	2	0.0	1.5999999999971593
"Tue 02:00:00"	0	1	0.0	0.8000000000008001
"Tue 03:00:00"	2	13	16.60000000000217	10.500000000002174
"Tue 04:00:00"	0	10	0.0	9.80000000000425
"Tue 05:00:00"	2	4	10.799999999999699	6.100000000002215
"Tue 06:00:00"	4	7	42.000000000004256	3.7999999999960288
"Tue 07:00:00"	6	6	38.799999999996615	19.799999999998708
"Tue 08:00:00"	2	8	24.199999999998667	28.20000000000711
"Tue 09:00:00"	5	12	81.19999999999905	37.799999999998946
"Tue 10:00:00"	4	7	50.599999999998424	27.500000000002522
"Tue 11:00:00"	7	7	95.10000000000127	17.00000000000701
"Tue 12:00:00"	1	7	47.09999999999992	16.099999999998893
"Tue 13:00:00"	4	10	61.599999999999426	30.800000000001937
"Tue 14:00:00"	0	9	0.0	46.00000000000381
"Tue 15:00:00"	1	9	44.29999999999934	36.79999999999906
"Tue 16:00:00"	2	9	14.199999999999768	23.400000000002308
"Tue 17:00:00"	2	7	24.800000000002598	31.300000000002992
"Tue 18:00:00"	5	9	72.40000000000134	41.59999999999941
"Tue 19:00:00"	1	10	23.799999999998267	25.200000000002998
"Tue 20:00:00"	3	3	30.399999999999316	10.799999999999699
"Tue 21:00:00"	2	7	19.999999999997797	17.799999999998928
"Tue 22:00:00"	6	3	42.799999999996174	2.80000000000058
"Tue 23:00:00"	4	0	19.599999999999618	0.0
"Wed 00:00:00"	0	0	0.0	0.0
"Wed 01:00:00"	0	0	0.0	0.0
"Wed 02:00:00"	4	2	28.20000000000711	10.099999999997333
"Wed 03:00:00"	2	3	10.799999999999699	2.299999999997304
"Wed 04:00:00"	0	5	0.0	3.2000000000032003
"Wed 05:00:00"	3	7	44.89999999999884	6.299999999999084
"Wed 06:00:00"	0	4	0.0	1.7999999999984695
"Wed 07:00:00"	2	2	37.50000000000142	1.80000000000069
"Wed 08:00:00"	2	4	22.200000000003328	4.00000000000178
"Wed 09:00:00"	3	19	68.99999999999906	82.39999999999581
"Wed 10:00:00"	4	10	82.50000000000091	37.699999999996066
"Wed 11:00:00"	2	11	62.99999999999972	43.599999999999184
"Wed 12:00:00"	4	7	44.199999999996464	16.999999999998128
"Wed 13:00:00"	2	9	40.800000000000836	92.00000000000098
"Wed 14:00:00"	2	5	30.200000000002447	16.799999999996817
"Wed 15:00:00"	1	1	18.899999999999473	0.1999999999990898
"Wed 16:00:00"	4	2	60.19999999999914	7.199999999998319
"Wed 17:00:00"	0	10	0.0	39.000000000002366
"Wed 18:00:00"	0	6	0.0	20.200000000001328
"Wed 19:00:00"	2	4	13.000000000000789	2.999999999997449
"Wed 20:00:00"	4	1	56.79999999999464	0.700000000000145
"Wed 21:00:00"	2	3	12.199999999999989	2.9999999999996696
"Wed 22:00:00"	2	3	6.599999999998829	9.099999999999664
"Wed 23:00:00"	0	6	0.0	11.900000000000244
"Thu 00:00:00"	0	0	0.0	0.0
"Thu 01:00:00"	0	1	0.0	1.2999999999996348
"Thu 02:00:00"	0	7	0.0	7.900000000000684
"Thu 03:00:00"	2	3	10.599999999998388	3.1999999999987594
"Thu 04:00:00"	2	5	11.199999999997878	3.300000000001635
"Thu 05:00:00"	2	6	10.799999999999699	10.200000000000209
"Thu 06:00:00"	0	8	0.0	4.20000000000087
"Thu 07:00:00"	0	6	0.0	4.999999999997229
"Thu 08:00:00"	4	7	57.40000000000079	11.199999999997878
"Thu 09:00:00"	7	16	62.60000000000154	62.199999999996706
"Thu 10:00:00"	5	9	336.90000000000435	26.900000000005253
"Thu 11:00:00"	1	15	27.399999999999647	86.09999999999563
"Thu 12:00:00"	2	10	32.600000000000406	37.50000000000142
"Thu 13:00:00"	2	8	38.399999999998435	20.999999999997687
"Thu 14:00:00"	3	9	43.500000000002984	19.300000000004314
"Thu 15:00:00"	0	4	0.0	13.700000000000934
"Thu 16:00:00"	1	11	11.399999999999189	39.99999999999782
"Thu 17:00:00"	2	9	24.000000000001798	40.50000000000109
"Thu 18:00:00"	2	4	59.00000000000016	11.799999999997368
